기준일ID,행정동코드,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수,총생활인구수_LONG_FOREIGNER,중국인체류인구수_LONG_FOREIGNER,중국외외국인체류인구수_LONG_FOREIGNER,총생활인구수_TEMP_FOREIGNER,중국인체류인구수_TEMP_FOREIGNER,중국외외국인체류인구수_TEMP_FOREIGNER
201804,11650620.0,22610.98594,448.6377973611111,273.69314347222223,699.6933141666667,680.6100863888889,730.8709023611111,786.1919691666667,828.5221738888888,815.694203888889,882.1358587499999,725.1685556944444,785.0986977777777,798.0906345833334,614.2278036111111,1160.8518256944446,708.4642299999999,394.8349598611111,960.8391668055556,711.1409984722221,792.689993888889,833.8872019444445,781.2172640277778,755.9456884722222,871.8043476388889,837.5966233333334,1063.1138629166667,963.9047740277778,744.9530374999999,1961.1068879166667,411.28100777777775,241.00971208333334,170.2712613888889,59.95515680555555,11.38888888888889,48.364160694444436
201804,11380560.0,28335.74061611111,1299.3357155555555,761.7967222222222,804.172805972222,739.108697361111,749.4476355555555,720.9411881944444,896.2505320833333,932.340505,1020.8534268055556,873.7197080555557,901.2614906944444,752.8574830555556,717.9010222222223,1409.1697913888888,1254.689904861111,747.3819601388889,1228.9162066666665,764.4727098611111,866.1433208333333,852.9859268055557,1093.636476111111,1058.5226795833332,1212.2226369444445,1104.1864720833335,1266.2758075,1132.4034293055556,887.3395005555556,2287.4068605555553,244.75264638888888,150.92687416666666,93.82576597222223,36.1772447592068,11.143059490084985,24.83696175637394
201804,11170685.0,31845.362900000004,535.3387688888889,229.79562944444447,383.91752055555554,988.6627123611113,1649.889649861111,1940.2406869444446,2025.7826297222223,1553.4266806944443,1457.1293148611112,1039.4191140277778,973.410105,811.3589840277778,513.1933331944444,1116.3390631944444,555.101005,248.3095825,357.81969263888885,1221.735842638889,2017.4601981944447,2089.168117638889,1871.0263298611112,1305.0194204166667,1332.5787759722223,937.1067387499999,1019.7500827777777,935.5028981944445,700.5515256944444,2036.328489861111,2859.248077638889,587.5082863888889,2271.739828472222,1126.9715856944445,153.10416666666666,973.3661487499999
201804,11710600.0,31227.261831527772,964.637652638889,439.9956340277778,618.4158265277778,865.8848009722224,1336.0531647222222,1664.665683611111,1581.8593681944444,1242.9809720833332,1125.0985972222222,976.209816388889,1034.6572320833334,833.9180069444444,690.1353155555555,1089.3384879166665,860.4148025,445.23865874999996,510.82762625,982.4390787499999,1583.4367661111112,1818.2690458333334,1614.072650138889,1248.3710008333333,1191.0602990277778,1100.8544065277779,1298.2627413888888,1317.4112304166667,836.794963888889,1955.9579204166666,1160.9972845833336,818.6517693055556,342.3455076388889,168.45920069444446,41.25833333333333,126.86367555555557
201804,11560620.0,29055.352963888894,924.2710075,419.0147020833334,607.4408183333333,814.1068355555556,1240.935769861111,1681.2326719444445,1654.9350252777779,1492.6473654166666,1474.9323572222222,1097.1514048611111,1038.5364381944446,795.8284218055555,571.5324291666667,994.9252895833332,868.8560805555555,388.2704498611111,622.2230476388888,1041.5419024999999,1644.2650395833332,1603.2375280555557,1336.6571294444443,1140.7859308333334,1047.7296652777777,863.8396277777777,1052.43021125,741.3542993055555,604.2275080555555,1292.4440802777779,651.5879186111111,410.15330208333336,241.43464833333334,166.89505916666667,21.386111111111113,145.15588319444444
201804,11650580.0,23552.644291666667,667.6944947222222,492.7889340277777,529.1874958333333,585.737095,650.5497872222222,691.4744966666667,838.5001737499999,965.4968493055555,1156.5984055555557,931.7565202777777,780.8088563888888,715.5021529166667,494.25964972222215,1072.8379397222222,785.5189230555555,524.5535363888889,570.2253856944444,738.8881384722222,719.3888458333332,846.5825898611112,1024.540936388889,1208.1279565277778,1267.7220704166664,988.489610277778,948.2533808333334,881.3605952777777,721.7178827777777,1754.0815713888887,480.6499361111112,254.78618819444443,225.86374388888888,150.92815569444446,18.03611111111111,132.5977498611111
201804,11290525.0,20179.919295972224,674.4557863888889,427.24390194444436,699.2162675,615.6686302777779,723.8696051388888,653.4411072222223,638.4562780555556,654.5538738888889,886.6743448611111,651.2473662499999,647.052417361111,562.2510780555555,381.42280111111114,1027.0944384722222,581.6648822222222,354.5051027777778,578.1841606944446,814.2736963888889,735.9900641666667,732.3462747222221,805.3623554166667,759.2444898611111,809.7193199999999,806.0499868055555,885.0844290277778,747.7662238888889,520.0918376388889,1806.988555277778,811.248901388889,385.3509402777778,425.8979633333333,135.29154944444443,13.484722222222222,121.53011319444445
201804,11680655.0,27295.79317680556,787.9860372222223,401.98448541666664,498.3487618055555,642.1103877777778,954.9796808333333,1083.8114105555555,1343.3791343055555,1245.4538983333332,1314.7839658333332,969.8141597222223,876.0940048611112,877.5247719444444,655.7433801388888,1232.7919931944443,767.1413240277777,461.6910972222222,717.1607819444445,779.2102852777779,1243.979364722222,1172.8922538888887,1305.1995744444444,1105.5091231944446,1230.7952006944445,991.0743755555557,1080.7234206944445,1001.7821473611111,704.3907216666668,1849.4374230555557,545.5172808333333,278.7992570833333,266.71803319444444,174.6518551388889,23.57777777777778,150.67361527777777
201804,11710566.0,22363.496966805556,584.6929027777778,604.2588149999999,1080.76923125,721.5853695833333,532.3274747222222,459.8472622222222,602.6924833333334,758.8182808333332,928.8139047222222,843.1723888888887,807.320927638889,745.8160772222222,591.4018136111112,1089.0224123611113,610.2254820833333,611.0993469444445,863.9979179166664,630.3439263888888,593.0919854166666,565.1889829166666,823.7623241666665,897.1385375,1103.619197361111,911.7858386111111,981.7768769444446,997.9304118055557,741.7444755555556,1681.2523029166668,243.81055347222224,117.6921275,126.11843319444444,153.40778930555555,22.01527777777778,131.14652472222224
201804,11680610.0,55792.10747166667,968.3408525,1393.8978726388889,2383.290843611111,1450.44185,2135.232254444444,2604.1172015277775,2847.922044861111,2743.84623375,2933.4957434722223,2208.0989427777777,1847.7702826388888,1533.6416174999997,1160.8653408333332,1921.6817872222223,848.4222731944445,943.3622591666667,1776.9022869444443,1839.932152083333,2745.5809116666665,2329.4133470833335,2268.811724861111,2495.345403472222,2841.2189319444446,2004.207192361111,1812.5435947222222,1703.2943558333332,1391.8316515277777,2658.598554722222,985.8006291666667,522.2813272222222,463.51931402777774,1438.9639762499999,310.8777777777778,1127.5673520833334
