0.21235593,111267.72000000,422.00000000
0.13931034,40239.50000000,196.00000000
0.10550000,20442.44000000,78.00000000
0.03287234,7023.40000000,23.00000000
0.23278652,79445.50000000,369.00000000
0.24277778,1441.16000000,11.00000000
0.12940000,1885.92000000,6.00000000
0.22782353,106106.30000000,339.00000000
0.12114286,7067.46000000,24.00000000
0.23790698,22526.63000000,100.00000000
0.29542500,135869.28000000,571.00000000
0.18090909,5164.26000000,36.00000000
0.19001316,30597.16000000,166.00000000
0.20417647,30770.14000000,157.00000000
0.34034311,223010.37000000,911.00000000
0.16952941,5504.95000000,24.00000000
0.23658333,6177.75000000,21.00000000
0.31455556,1937.45000000,22.00000000
0.22259062,112487.06000000,645.00000000
0.00000000,0.00000000,0.00000000
0.06350000,962.29000000,4.00000000
0.12170000,1896.15000000,14.00000000
0.11057143,2247.45000000,8.00000000
0.00000000,0.00000000,0.00000000
0.43183333,6982.00000000,33.00000000
0.15433333,569.00000000,7.00000000
0.04885714,441.00000000,6.00000000
0.12720930,7805.21000000,67.00000000
0.22395652,5577.80000000,41.00000000
0.09390000,1416.71000000,15.00000000
0.03071429,841.00000000,6.00000000
0.09081579,2575.45000000,31.00000000
0.38183333,2342.00000000,13.00000000
0.16984615,2097.83000000,16.00000000
0.21716667,1153.00000000,7.00000000
0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000
0.09200000,814.00000000,2.00000000
0.29078125,17538.93000000,51.00000000
0.11120000,495.00000000,6.00000000
0.20680000,1260.00000000,14.00000000
0.83100000,1125.09000000,11.00000000
0.00000000,0.00000000,0.00000000
0.01014286,52.00000000,2.00000000
0.08250000,1504.77000000,9.00000000
0.00000000,0.00000000,0.00000000
0.21428571,4360.86000000,23.00000000
0.00000000,0.00000000,0.00000000
0.07441818,8573.84000000,36.00000000
0.17309434,18663.20000000,62.00000000
0.23100000,19332.87000000,124.00000000
0.10800000,2342.29000000,12.00000000
0.30525225,49416.55000000,238.00000000
0.10000000,230.00000000,3.00000000
0.10250000,2507.00000000,19.00000000
0.26100000,2070.00000000,10.00000000
0.08605556,1507.00000000,8.00000000
0.19990000,3324.71000000,11.00000000
0.23333333,546.00000000,4.00000000
0.13952941,2685.81000000,29.00000000
0.07533333,742.20000000,7.00000000
0.09634483,5261.59000000,20.00000000
0.24261236,268979.90000000,1184.00000000
0.22793258,27424.54000000,167.00000000
0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000
0.32228571,4710.50000000,25.00000000
0.13456250,46744.31000000,156.00000000
0.26681481,8309.43000000,64.00000000
0.26483333,1723.24000000,7.00000000
0.15952941,4271.06000000,22.00000000
0.22642857,3107.88000000,45.00000000
0.18513333,8360.33000000,59.00000000
0.20485714,1249.33000000,12.00000000
0.01129412,2504.67000000,6.00000000
0.06008333,1004.17000000,10.00000000
0.00000000,0.00000000,0.00000000
0.22803704,9795.66000000,55.00000000
0.01616667,184.75000000,1.00000000
0.29050000,913.32000000,9.00000000
0.07600000,577.00000000,6.00000000
0.00000000,0.00000000,0.00000000
0.18666667,5162.86000000,26.00000000
0.18395455,12760.84000000,47.00000000
0.25312500,3499.31000000,25.00000000
0.22241114,117513.66000000,660.00000000
0.00000000,0.00000000,0.00000000
0.28375000,953.50000000,11.00000000
0.36818841,35674.48000000,179.00000000
0.11171429,1868.00000000,10.00000000
0.36845455,22957.11000000,116.00000000
0.05363636,1110.00000000,10.00000000
0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000
0.23974419,18455.45000000,70.00000000
0.20433333,517.00000000,7.00000000
0.21200000,6290.24000000,37.00000000
0.23400000,13101.53000000,62.00000000
0.14907143,1768.38000000,12.00000000
0.11545283,6200.76000000,66.00000000
0.36800000,1070.26000000,8.00000000
0.11067500,6312.12000000,25.00000000
0.00000000,0.00000000,0.00000000
0.21725000,1637.09000000,6.00000000
0.08300000,452.10000000,7.00000000
0.16827273,4295.27000000,30.00000000
0.09380000,1457.44000000,11.00000000
0.16683333,5367.61000000,18.00000000
0.24907895,8807.83000000,54.00000000
0.18009091,6128.80000000,24.00000000
